forwarding 9843472 9811031 9853825.5
ipfw-stateful 9677536 9475522 9710448
ipfw-stateless 9787304 9763069 9815903
pf-stateful 9352889 9341836 9393502
pf-stateless 9161460 9133059 9181453
ipf-stateful 599749 587122 628874.5
ipf-stateless 1433801 1408032 1510003.5
