forwarding 14775654 14775363 14776045
ipfw-stateful 13798480 13766503 13825864
ipfw-stateless 14775624 14775085 14776746
pf-stateful 11819360 11754964 11849776
pf-stateless 11802679 11762826 11867435
ipf-stateful 394874.5 368498 413048
ipf-stateless 831323 815413.5 858432
