forwarding 718561 647326 722322
ipf-stateful 306951 305224 309334
ipf-stateless 345544 343096 346378
ipfw-stateful 458962.5 449274 467313
ipfw-stateless 576635 568450 583793
pf-stateful 400225 397944 401766.5
pf-stateless 334123 333782 336715
