forwarding 29655610 29469451 29742513
ipfw-stateful 23564370 23464640 23577576
ipfw-stateless 27623237 27331728 27662563
pf-stateful 20701705 20624674 20755671
pf-stateless 18795241 18769691 18811534
ipf-stateful 643164 617645 669121
ipf-stateless 1454233 1420937.5 1485031
