#index median minimum maximum
forwarding 32399855 32354077 32420935
ipfw-stateful 21306224 21271029 21364618
ipfw-stateless 26120248 26074390 26138830
pf-stateful 18402085 18332056 18440089
pf-stateless 17754914 17739411 17786878
ipf-stateful 698408 672590 712428
ipf-stateless 1428737 1397670 1451817
