#index median minimum maximum
317849.forwarding 3229279 2672370 3282914
317849.ipfw-statefull 2002899 1782963 2022965.5
317849.pf-statefull 1530878 1515930.5 1541172
317849VIMAGE.forwarding 3142460 3125398 3158215
317849VIMAGE.ipfw-statefull 1974279 1771830 1999262
317849VIMAGE.pf-statefull 1400996 1298631 1418767
