forwarding 748684 704916 754911
ipf-stateful 287480 285578.5 289248
ipf-stateless 347142 316779.5 348349
ipfw-stateful 522145 519428 525114
ipfw-stateless 596114 588953 601836.5
pf-stateful 481054.25 477167 484405
pf-stateless 369518.5 364696 371624.5
