forwarding 9850586.5 9840602 9854246
ipfw-stateful 9516611 8632495 9564165
ipfw-stateless 9749165 9721729 9763671
pf-stateful 9170745 9140001 9198890
pf-stateless 8941136 8291706.5 9047339
ipf-stateful 628989 600369 636039
ipf-stateless 1418745.5 1374460.5 1501319
