293069 778787 772902 787583
293643 779663 773908 806984
294235 794416 775626 808096
294694 787080 765514 804389
295106 787421 771739.5 791969
295385 777961 770840 795207
295618 799308 782238 800229
295869 805996 795889 806579
296167 783656.5 766237 811451
296435 842879 817019 848510
296813 818688 800570 828691
297086 829490 815823 832488
297322 827248 812044 838141
297529 827432 824851 830582.5
297791 824754 807346 837846
298166 819937 806974 820745
298553 816865 796289 829347
298902 803904 795058.5 813205
299866 803592 798852 812627
300438 811963.5 719792 821020
300974 820626 800906 831797.5
301464 839669 826734.5 845400
301838 832461 819657 839219
302020 823946 809773.5 846047.5
302216 837964.5 826554.5 841768
302331 823825 817103 834813
302532 828473.5 814312 835551
302973 812712 803606.5 830463
303277 827545 811148 838342
303601 817514 797824 833515
303642 806997 801311 816890
303643 744492 698561.5 749764.5
303818 734484 697900 742568
304096 733319 697022 742285
304572 712169.5 705479 716668
304970 724872 678294 726401
305396 728831 719991 731446
305711 739340 690241 740416
305953 733918 691107 744723
306320 721621 709345 733467
306592 718418.5 660997 722366
306928 675686.5 667464.5 720476
307402 731877 693946 742803
307832 731581 726643 743251.5
308115 728718 692137 743225
308387 720277 713123 726227
308618 736412 690963 741873.5
308904 724345 692190.5 730988
309220 700806.5 697920 704335.5
309256 717960.5 679611 727064
309257 952398 928489 954093
309541 932102 914793 952267.5
309856 908604 895691 926209
310236 925545 912435 931883
310988 920766 916076 930176
