#key median minimum maximum
1 509629 503087 522988
2 740732.25 725159 754397
3 852687.5 823225 869076.5
4 1195152 1171035 1251325
5 1120810 1097712 1127546
6 994164 971662 1013861.5
7 839252 825172 850710
8 560154 551327 624810.5
