forwarding 14427824 14426024 14429990
ipfw-stateful 9015260 8942469 9032446
ipfw-stateless 11250356 11214838 11303747
pf-stateful 8282870 8240133 8314665.5
pf-stateless 7715345 7699439 7738180
ipf-stateful 609354 597519 619392
ipf-stateless 1452668.5 1426545 1503064
