#index median minimum maximum
forwarding.inet4 684243 673176 691503
forwarding.inet6 817968.5 803741 824654.5
ipfw-stateful.inet4 422771 422223 424794.5
ipfw-stateful.inet6 417553 414193 418711
ipfw-stateless.inet4 491255 490977 501514
ipfw-stateless.inet6 517981 484763 520026
pf-stateful.inet4 377913.5 376344 379032
pf-stateful.inet6 378325 374653.5 380129.5
pf-stateless.inet4 323563.5 322752 323816
pf-stateless.inet6 315868 293944 318291
ipf-stateful.inet4 272713 271812.5 276433
ipf-stateful.inet6 281006 278259 284701
ipf-stateless.inet4 341525 339034 345049
ipf-stateless.inet6 357551.5 356726.5 358804.5
