#index median minimum maximum
forwarding 29325907 28622928 30586160
ipfw-stateful 19514182 19253455 19706926
ipfw-stateless 24926671 24839971 25015289
pf-stateful 17909274 17562558 17998128
pf-stateless 17250284 16971282 17429501
