#index median minimum maximum
299288.fastforwarding 504342 501851 508734
299288.ipfw-statefull 341914 339756 345644
299288.pf-statefull 278978 276542 286010.5
299288D8526.fastforwarding 620158 614037 620426.5
299288D8526.ipfw-statefull 389426 384643 392292
299288D8526.pf-statefull 295274 294039 295902
