#index median minimum maximum
317849.forwarding 477790 473689 479183
317849.ipfw-statefull 309761 308361 312064
317849.pf-statefull 275980.5 274227 276536
317849VIMAGE.forwarding 484511 481840 485271
317849VIMAGE.ipfw-statefull 323783 322090 325998
317849VIMAGE.pf-statefull 269161 268022 270152
