forwarding 878173 874707.5 891295
ipf-stateful 269294 266936.5 274255.5
ipf-stateless 364660 358115.5 367317
ipfw-stateful 480034 479503.5 485557.5
ipfw-stateless 615383 607475 617768.5
pf-stateful 265822 260465.5 267828
pf-stateless 254331 253092 256951.5
