forwarding 14132126 14008436 14248992
ipfw-stateful 12074466 11889970 12127834
ipfw-stateless 13402511 13383424 13419584
pf-stateful 10872060 10773943 10999076
pf-stateless 10884919 10750148 10986493
ipf-stateful 427535 417769 441991.5
ipf-stateless 830333.5 778034 899290.5
