forwarding 3028253 2927843 3066326
ipf-stateful 645705 636117 648501
ipf-stateless 813747 806099 820640
ipfw-stateful 1739405.5 1719145.5 1768274
ipfw-stateless 2151871 2123068 2167266
pf-stateful 1307296 1299231 1328196
pf-stateless 1113070 1104307.5 1126615
