forwarding 3410699 3307679 3485454
ipf-stateful 703948 696239 706127
ipf-stateless 897202 889141.5 913381
ipfw-stateful 1892223 1826485 1946309
ipfw-stateless 2369966 2350689 2408717
pf-stateful 1501899.5 1488203 1507221
pf-stateless 1250844 1245192 1255304
