forwarding 3426722 3354086 3472440.5
ipf-stateful 700424 695971 702704
ipf-stateless 900466 890879 917348
ipfw-stateful 1884685 1846693 1907750.5
ipfw-stateless 2478724 2413395.5 2504901.5
pf-stateful 1519584.5 1487052 1543717
pf-stateless 1288911 1284378 1289674
