#index median minimum maximum
forwarding 14823024 14821132 14824722
ipfw-stateful 14603854 14595494 14608432
ipfw-stateless 14749991 14747924 14752047
pf-stateful 1701971 1315660 1716757
pf-stateless 1616475 1334807 1730055
ipf-stateful 978272.5 969406 1030274
ipf-stateless 1433865 1413546 1466143
