#index median minimum maximum
r311848(pre-IFLIB) 618778.5 617123.5 621593.5
#311848iflib 395388 358548.5 397982
r311849(IFLIB) 462420 461249.5 468798
r312904 570714 568013 573264
r312905(IFLIB-fwd-perf) 584191 583070 586501.5
