#index median minimum maximum
forwarding.inet4 817209 813485 826493
forwarding.inet6 859194 854788 862821.5
ipfw-stateful.inet4 444720 442270 446003
ipfw-stateful.inet6 426037 425292 426728
ipfw-stateless.inet4 550702 548892.5 552487
ipfw-stateless.inet6 625125.5 620195 628158
pf-stateful.inet4 343710 336445 356085
pf-stateful.inet6 351448.5 349156 372115
pf-stateless.inet4 358686.5 357336 360123.5
pf-stateless.inet6 351470.5 349013.5 353102
ipf-stateful.inet4 241154 236896 246612
ipf-stateful.inet6 263728 259617 268850
ipf-stateless.inet4 371444 363086.5 376914
ipf-stateless.inet6 382471 380405 382706
