#index median minimum maximum
1 1321052.5 1223929.5 1325176.5
2 2346337 2332714 2352394
3 2672852 2664194.5 2678797
4 4463144.5 3474176 4498776
5 4058925 4053738 4069557.5
6 4631654.5 3584348.5 4659346.5
7 4927404 3742374 4942059
8 5525584 5511830 5543376
