#index median minimum maximum
forwarding 1104137 1091926 1113571
ipfw-stateful 678125 674458 682230
ipfw-stateless 853773.5 844515 865457
pf-stateful 576427.5 568671 584229.5
pf-stateless 510262.5 505423 511707.5
ipf-stateful 439236 438021 439554
ipf-stateless 515166 514201 516380.5
