#index median minimum maximum
"Xeon E5-2650v4\n2x12Cores\nMellanox ConnectX-4" 11819360 11754964 11849776
"Xeon E5-2650v4\n2x12Cores\nChelsio T520" 8968086 8949084 8985004
"Xeon E5-2650\n8Cores\nChelsio T540" 9788029 9755914 9969748
"Atom C2758\n8Cores\nChelsio T540" 2720424 2668298 2733535
"Atom C2758\n8Cores\nIntel 82599" 2272766 2252465 2288541
