#index median minimum maximum
"Xeon E5-2697Av4\n16Cores\n100G Mellanox ConnectX-4" 29655610 29469451 29742513
"Xeon E5-2697Av4\n16Cores\n40G Chelsio T580" 28821627 28605611 29018371
