# (revision)	median	minimum		maximum
594994 584757 600630
# (revision)	median	minimum		maximum
1053902 1035077 1063070
# (revision)	median	minimum		maximum
604410 592182 605450
# (revision)	median	minimum		maximum
454540 445313 457295
