#index median minimum maximum
299288.fastforwarding 1171252 1166255 1245100
299288.ipfw-statefull 1030169 999042.5 1032881
299288.pf-statefull 944922 933886.5 971239.5
299288D8526.fastforwarding 2978710 2485464.5 3034491.5
299288D8526.ipfw-statefull 1756750 1595048 1783825
299288D8526.pf-statefull 1292013 1287844.5 1302133.5
