#index median minimum maximum
r368287.inet4 3911606 3767761 3953285.5
r368287.inet6 3813923 3776037 3860133
r368287D27401v2.inet4 3946868 3925328 3961420
r368287D27401v2.inet6 3932902 3896818 3940756
r368606.inet4 3878680 3851624 3901648
r368606.inet6 3892201 3832319 3903764
r368606D27401v3.inet4 4137767 4131110 4158054
r368606D27401v3.inet6 3931435 3576197 3949365
r368606D27401v4.inet4 4191704 3903801 4211186
r368606D27401v4.inet6 3945443 3935232 3971922
