#index median minimum maximum
vlan-no-hw.inet4 8017098 8007220 8074732
vlan-no-hw.inet6 6697808 6680390 6717141
vlan.inet4 9064032 9056449 9104195
vlan.inet6 7857647 7853020 7863010
