#key median minimum maximum
1 1828866 1555267 1862402
2 1747193 1703700 1854429
3 2039365 2004046 2088757
4 3094351 2827829 3225130
5 2493681 2486425 2600048
6 2377540 2199537 2443195
7 1860750 1802881 2097028
8 1622131 1569790 1870080
