#index median minimum maximum
315216.forwarding 641441 636852 642978
315216.ipfw-statefull 353467 352233 356914
315216.pf-statefull 303214 301538 303737
315217.forwarding 468549 468435.5 470044
315217.ipfw-statefull 339668 338440 345704.5
315217.pf-statefull 270683 270471 272606
