#index median minimum maximum
forwarding 3648046.5 3596708 3702321.5
ipfw-stateful 1568747.5 1546303 1583688
ipfw-stateless 2979816.5 2964548.5 2989507
pf-stateful 1590237 1587257.5 1613085.5
pf-stateless 1627075 1620265 1633450
ipf-stateful 372302 364476.5 374133
ipf-stateless 1612925.5 1600046 1621329
