#index median minimum maximum
forwarding.inet4 33243588 33229982 33282885
forwarding.inet6 32399855 32354077 32420935
ipfw-stateful.inet4 23518912 23446491 23540878
ipfw-stateful.inet6 21306224 21271029 21364618
ipfw-stateless.inet4 27695902 27646354 27717160
ipfw-stateless.inet6 26120248 26074390 26138830
pf-stateful.inet4 19217921 19186111 19241284
pf-stateful.inet6 18402085 18332056 18440089
pf-stateless.inet4 18572906 18543062 18599982
pf-stateless.inet6 17754914 17739411 17786878
ipf-stateful.inet4 647548 633009 659882
ipf-stateful.inet6 698408 672590 712428
ipf-stateless.inet4 1459723 1445581 1479975.5
ipf-stateless.inet6 1428737 1397670 1451817
