#index median minimum maximum
forwarding.inet4 488781 486174 491287
forwarding.inet6 472474 469583 473296
ipf-stateful.inet4 241527 235801 243607
ipf-stateful.inet6 224165 223739 227025
ipf-stateless.inet4 361849 359186 362703.5
ipf-stateless.inet6 335963 334664 336921
ipfw-stateful.inet4 390825 390062 391609
ipfw-stateful.inet6 355336 354356 356470
ipfw-stateless.inet4 438903 437880 439109.5
ipfw-stateless.inet6 432873 430491 433683
pf-stateful.inet4 328687 326858 332536
pf-stateful.inet6 327902 326760 333960
pf-stateless.inet4 306961 305012 309001
pf-stateless.inet6 314647 312034 316127
