#index median minimum maximum
forwarding 4547604 4464578 4581555
ipfw-stateful 2367628 2352756 2378302.5
ipfw-stateless 3324078.5 3298963 3341447
pf-stateful 1757265 1739816 1765903
pf-stateless 1553156.5 1552263.5 1561144
ipf-stateful 257037 251873 259585
ipf-stateless 1673715 1662420 1692858
