forwarding 14555464 14508440 14613414
ipfw-stateful 11377671 11249510 11497368
ipfw-stateless 13803580 13771326 13815510
pf-stateful 9788029 9755914 9969748
pf-stateless 8421140 8234921 8438256
ipf-stateful 1400582 1373742 1438621
ipf-stateless 1972843 1918461 1983530.5
