forwarding 14271110 14267836 14277336
ipfw-stateful 9012742.5 8975520 9061124
ipfw-stateless 12561414 12482535 12580649
pf-stateful 8610704 8559686.5 8709750
pf-stateless 7582758 7541014 7618296
ipf-stateful 1375454 1344346 1428277
ipf-stateless 1943495.5 1901334 1952939
