#index median minimum maximum
txabdicate_off.inet4 481689 481575 484165
txabdicate_off.inet6 458996.5 458827.5 461885
txabdicate_on.inet4 963155 954549 971320
txabdicate_on.inet6 836565.5 830105 843408.5
