forwarding 28821627 28605611 29018371
ipfw-stateful 15283561 15129941 15310519
ipfw-stateless 18556086 18370315 18643575
pf-stateful 12885927 12774282 13070464
pf-stateless 10500512 10475224 10639880
ipf-stateful 619218.5 609337.5 652751
ipf-stateless 1451388 1383771 1487404
