forwarding 3947682 3915922 3995663
ipfw-stateful 2551145 2488076 2569692
ipfw-stateless 3084540 3036893.5 3115769
pf-stateful 2169057 2149582 2198856.5
pf-stateless 1916887 1900263.5 1927308.5
ipf-stateful 642860 619093 652087
ipf-stateless 1035337 1011696.5 1044083
