#index median minimum maximum
r368287.inet4 3114676 3071185 3144171
r368287.inet6 3832557 3761355 3869973
r368287D27401v2.inet4 3266067 3219891 3303938
r368287D27401v2.inet6 4000345 3872229 4109730
r368606.inet4 3018123 2882413 3086748
r368606.inet6 3699635 3589974 3800966
r368606D27401v3.inet4 3527924 3493187 3556366
r368606D27401v3.inet6 3887207 3804216 3975640
r368606D27401v4.inet4 3465153 3365051 3512846
r368606D27401v4.inet6 3825888 3762679 3971463
