#index median minimum maximum
r368287.inet4 9909120 9658584 9920131
r368287.inet6 12320352 12231886 12345704
r368287D27401v2.inet4 10047306 10003670 10049670
r368287D27401v2.inet6 12481834 12441659 12511796
