#index median minimum maximum
forwarding 2503564 2473742 2681927
ipf-stateful 1775618 1750253 1796531
ipf-stateless 2207294 2030229 2388973
ipfw-stateful 17621 17337 17885
ipfw-stateless 2383351 2073976 2659451
pf-stateful 2198939 2053048 2338787
pf-stateless 2210795 1917623 2374262
