#index median minimum maximum
r368287 3911606 3767761 3953285.5
"r368287+D27401\n(80345)" 3946868 3925328 3961420
r368606 3878680 3851624 3901648
"r368606+D27401\n(80654)" 4137767 4131110 4158054
"r368606+D27401\n(80677)" 4191704 3903801 4211186
