293069 401036 398811 402140.5
293643 405079.5 403277.5 413164.5
294235 395010.5 393458.5 399658
294694 403910 401885 404472
295106 409872 403722 412003
295385 401804 398827 405611
295618 404975 402033 416224
295869 404859 402557 409066
296167 407655 403530 412089
296435 423316 415448.5 425990
296813 414354 411917 422725
297086 403867 400963.5 406029.5
297322 418053 412758 420854.5
297529 412484.5 406629 415598
297791 408516 408066.5 420175
298166 406439 315541 408805
298553 400051 399559 401364
298902 411739 408865 413682
299866 408284 405905 413730
300438 411149 409174 416188
300974 409000 405926 416799
301464 409013 406704 411544
301838 404489 401171.5 406222
302020 407343 406270.5 409347
302216 417159 416396 421178
302331 406294 403428 408630
302532 422707 420601.5 424977
302973 405697 404885 408129
303277 410634 403287 411345
303601 413704 412017 416044
303642 404252 401021 406382
303643 400341 398667 401813.5
303818 396707 390887 397923
304096 399393 398428.5 406077
304572 386662 382193.5 395857
304970 388111 384657 398259
305396 403817 397941 405625
305711 390435.5 387291.5 395795.5
305953 386453 384260 388919
306320 397261.5 384094 401985.5
306592 395065 389296 398017
306928 387904.5 385051 390151
307402 396164 388889 400041
307832 398672 397380 402975
308115 387433 386866 395332
308387 397013 394603 397320
308618 389717 386341 395988
308904 381516 375853 384612
309220 388057.5 385862 391596.5
309256 396837 392473 400099
309257 442391 436035 448040
309541 425982 424319 427722
309856 429046 425197 431433
310236 434197 429002.5 436240.5
310988 414768.5 411443.5 417308
