293069 1170480 1083817 1185895.5
293643 1051387 1047200 1181795
294235 1114673 1100008 1163873.5
294694 1111455 1107459 1119212
295106 1212164 1106630 1254243
295385 1198640 1123403.5 1215464
295618 1168676.5 1131060 1244637
295869 1155964 1051015 1247292.5
296167 1112809 1110616 1205460
296435 1247345 1106226 1250332
296813 1148534 1047510 1236840
297086 1213157.5 1116051 1233334
297322 1123465 1081411 1217650.5
297529 1189891 1148386.5 1241364.5
297791 1115964.5 1099501 1208671
298166 1145911 1071545 1203412
298553 1117975 1041496 1202029
298902 1137405 1049962.5 1264616.5
299866 1118266 1117396 1190766
300438 1117862 1048950.5 1221898
300974 1148074 1126341 1208616
301464 1104652.5 1096742 1109461
301838 1097676 1089181 1127251
302020 1089186 1024892.5 1123672
302216 1043371 1022133.5 1094598
302331 1092688 1034573 1113087.5
302532 1112330 1087699 1123233
302973 1091072 1081773.5 1113067
303277 1113852 1082036 1122235
303601 1080804 1030838 1085182
303642 1095693 1015360 1124353
303643 978932 926853 982633
303818 967375 918853 985309.5
304096 978913.5 925993 981984
304572 906107 900955.5 998528
304970 969770 951367 976937
305396 950892 897376 956131.5
305711 937335.5 889788 961172.5
305953 957194 915335.5 990245
306320 958120 904312 987795
306592 962888 949852.5 982250
306928 966111.5 951783.5 970755
307402 965496 944943 975689
307832 967977.5 903896 987429
308115 941674 905042 986363.5
308387 963986 899648.5 979779
308618 970439.5 953609.5 995565
308904 960392.5 942407.5 985976.5
309220 956606.5 908234 975732
309256 917887.5 907461 968377
309257 1410488 1294920.5 1429246
309541 1405391 1289358 1415723.5
309856 1402820 1287669.5 1409685.5
