#key median minimum maximum
1 1233048 1211803 1233431
2 1823093 1793661 1892379
3 2051622 1994998 2086056
4 2674330 2558251 2761570
5 2262573 2251921 2324739
6 2090141 1919737 2129101
7 1787487 1675763 2083998
8 1444233 1391019 1604836
