forwarding 28981564 28829091 29104543
ipfw-stateful 20186928 20116562 20203574
ipfw-stateless 22777062 22694359 22836726
pf-stateful 18342298 18160155 18419171
pf-stateless 16467297 16373641 16571801
ipf-stateful 713256 670506 731280
ipf-stateless 1457560.5 1426833 1538521.5
