#index median minimum maximum
forwarding 29919720 29742334 30058276
ipfw-stateful 18662010 18607910 18727323
ipfw-stateless 22697214 22635565 22735658
pf-stateful 17483757 17060088 17771519
pf-stateless 16789819 16524278 17252124
