#index median minimum maximum
r335106.inet4 3789131 3679811 3829723.5
r335106.inet6 3610977.5 3549377 3644218.5
r335106D15789.inet4 4422916.5 4275233 4502475.5
r335106D15789.inet6 3995556 3962538 4047545.5
