forwarding 965776 956754 970935
ipf-stateful 268170 266733 276390
ipf-stateless 435643 433322 436921
ipfw-stateful 566841 565145 602564
ipfw-stateless 740992 737247 746268
pf-stateful 304591 303048 305182
pf-stateless 278955 278066 280949
