forwarding 915611 893034.5 924937
ipf-stateful 275307 264905 275589
ipf-stateless 364259 363885 368522
ipfw-stateful 471844 463244.5 521884.5
ipfw-stateless 676658 669742 677790
pf-stateful 309438.5 308349.5 310835
pf-stateless 268687 267915 270454
