#index median minimum maximum
forwarding 4729215.5 4701898.5 4765042
ipf-stateful 663534.5 656169 678307
ipf-stateless 1055472 1046081.5 1057568
ipfw-stateful 2780069 2740906.5 2785187.5
ipfw-stateless 3487345 3450483 3539994
pf-stateful 1804530 1793707 1811996
pf-stateless 1548077 1545360 1552630
